time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
4.10000000,1.39766583,0.34049657,1.15103339,0.13885766,-0.09096098,-0.00076054,0.08175408,0.21696064,0.30741943,0.02862854,-0.02177633,-0.00043096,-0.35078946,0.06963010,-0.16413435,-0.03706089,0.02224196,0.00001436,0.13524964,-0.05137989,-0.35876238,0.92214814
4.20000000,1.40584124,0.36219264,1.18177533,0.14172051,-0.09313862,-0.00080364,0.04667513,0.22392365,0.29100600,0.02492245,-0.01955214,-0.00042953,-0.35041001,0.05571876,-0.17948806,-0.03795486,0.02295348,0.00003471,0.13886335,-0.05252058,-0.36162939,0.92042530
4.30000000,1.41050876,0.38458500,1.21087593,0.14421276,-0.09509383,-0.00084659,0.01163413,0.22949553,0.27305719,0.02112697,-0.01725679,-0.00042606,-0.34790793,0.04049308,-0.19408143,-0.03848602,0.02345107,0.00005574,0.14237234,-0.05367412,-0.36402680,0.91887632
4.40000000,1.41167217,0.40753456,1.23818165,0.14632545,-0.09681951,-0.00088920,-0.02315666,0.23354483,0.25364905,0.01727836,-0.01491168,-0.00042048,-0.34334167,0.02415933,-0.20773753,-0.03866014,0.02373806,0.00007734,0.14575765,-0.05484112,-0.36599510,0.91749372
4.50000000,1.40935650,0.43088904,1.26354656,0.14805329,-0.09831068,-0.00093124,-0.05749083,0.23596077,0.23287530,0.01341235,-0.01253788,-0.00041275,-0.33679445,0.00693638,-0.22029933,-0.03848916,0.02382147,0.00009940,0.14900150,-0.05602261,-0.36757356,0.91626944
4.60000000,1.40360742,0.45448512,1.28683409,0.14939452,-0.09956446,-0.00097252,-0.09117027,0.23665440,0.21084536,0.00956343,-0.01015573,-0.00040281,-0.32837126,-0.01094993,-0.23163427,-0.03799054,0.02371164,0.00012177,0.15208760,-0.05721948,-0.36879893,0.91519541
4.70000000,1.39449039,0.47815056,1.30791862,0.15035087,-0.10058004,-0.00101280,-0.12400740,0.23555941,0.18768194,0.00576438,-0.00778456,-0.00039063,-0.31819503,-0.02927218,-0.24163774,-0.03718668,0.02342185,0.00014432,0.15500129,-0.05843188,-0.36970441,0.91426416
4.80000000,1.38208965,0.50170650,1.32668682,0.15092731,-0.10135849,-0.00105186,-0.15582690,0.23263219,0.16351816,0.00204571,-0.00544238,-0.00037620,-0.30640206,-0.04780621,-0.25023536,-0.03610411,0.02296779,0.00016687,0.15772966,-0.05965867,-0.37031894,0.91346925
4.90000000,1.36650696,0.52496972,1.34303863,0.15113188,-0.10190273,-0.00108948,-0.18646711,0.22785157,0.13849463,-0.00156470,-0.00314560,-0.00035951,-0.29313723,-0.06633527,-0.25738378,-0.03477273,0.02236711,0.00018926,0.16026159,-0.06089696,-0.37066666,0.91280557
5.00000000,1.34786025,0.54775487,1.35688810,0.15097541,-0.10221729,-0.00112543,-0.21578083,0.22121805,0.11275625,-0.00504197,-0.00090889,-0.00034059,-0.27854912,-0.08465337,-0.26307028,-0.03322498,0.02163887,0.00021131,0.16258773,-0.06214161,-0.37076680,0.91226949
5.10000000,1.32628217,0.56987668,1.36816372,0.15047121,-0.10230818,-0.00115949,-0.24363574,0.21275271,0.08644922,-0.00836447,0.00125500,-0.00031946,-0.26278546,-0.10256768,-0.26731111,-0.03149514,0.02080313,0.00023281,0.16470055,-0.06338499,-0.37063374,0.91185892
5.20000000,1.30191859,0.59115195,1.37680864,0.14963476,-0.10218268,-0.00119144,-0.26991429,0.20249594,0.05971811,-0.01151398,0.00333531,-0.00029617,-0.24598916,-0.11990015,-0.27014866,-0.02961861,0.01988047,0.00025359,0.16659429,-0.06461679,-0.37027729,0.91157322
5.30000000,1.27492716,0.61140154,1.38278045,0.14848336,-0.10184915,-0.00122106,-0.29451321,0.19050593,0.03270324,-0.01447584,0.00532336,-0.00027081,-0.22829511,-0.13648815,-0.27164784,-0.02763125,0.01889159,0.00027344,0.16826506,-0.06582394,-0.36970308,0.91141302
5.40000000,1.24547584,0.63045214,1.38605078,0.14703578,-0.10131681,-0.00124814,-0.31734272,0.17685711,0.00553846,-0.01723897,0.00721252,-0.00024347,-0.20982791,-0.15218457,-0.27189164,-0.02556888,0.01785697,0.00029217,0.16971085,-0.06699070,-0.36891310,0.91138004
5.50000000,1.21374157,0.64813785,1.38660462,0.14531188,-0.10059556,-0.00127248,-0.33832551,0.16163865,-0.02165070,-0.01979586,0.00899821,-0.00021425,-0.19070061,-0.16685719,-0.27097626,-0.02346670,0.01679655,0.00030957,0.17093162,-0.06809878,-0.36790618,0.91147681
5.60000000,1.17990902,0.66430171,1.38443955,0.14333230,-0.09969574,-0.00129391,-0.35739557,0.14495293,-0.04874833,-0.02214253,0.01067787,-0.00018330,-0.17101454,-0.18038760,-0.26900578,-0.02135888,0.01572947,0.00032545,0.17192942,-0.06912760,-0.36667848,0.91170639
5.70000000,1.14416946,0.67879700,1.37956472,0.14111804,-0.09862795,-0.00131224,-0.37449702,0.12691417,-0.07564891,-0.02427841,0.01225082,-0.00015075,-0.15086013,-0.19266979,-0.26608681,-0.01927814,0.01467374,0.00033964,0.17270845,-0.07005456,-0.36522391,0.91207216
