t,J1,J2,J3,J4,J5,J6
6.262626262626262097e+00,-1.173882484436035156e-01,5.990320444107055664e-02,5.971964597702026367e-01,-6.907832622528076172e-02,8.479564189910888672e-01,-1.116787910461425781e+00
6.363636363636363313e+00,-1.304185390472412109e-02,-6.656765937805175781e-03,4.887548685073852539e-01,5.641043186187744141e-03,8.320775628089904785e-01,-1.024908304214477539e+00
6.464646464646464530e+00,8.985209465026855469e-02,-7.229024171829223633e-02,3.818228244781494141e-01,7.932031154632568359e-02,8.164197206497192383e-01,-9.343075752258300781e-01
6.565656565656565746e+00,1.898407936096191406e-01,-1.360704898834228516e-01,2.779099941253662109e-01,1.509191989898681641e-01,8.012039661407470703e-01,-8.462650775909423828e-01
6.666666666666666963e+00,2.854714393615722656e-01,-1.970708966255187988e-01,1.785262823104858398e-01,2.193974256515502930e-01,7.866514325141906738e-01,-7.620599269866943359e-01
6.767676767676767291e+00,3.752918243408203125e-01,-2.543651461601257324e-01,8.518075942993164062e-02,2.837151885032653809e-01,7.729830741882324219e-01,-6.829707622528076172e-01
6.868686868686868507e+00,4.578490257263183594e-01,-3.070262670516967773e-01,-6.164312362670898438e-04,3.428319692611694336e-01,7.604199647903442383e-01,-6.102771759033203125e-01
6.969696969696969724e+00,5.316904783248901367e-01,-3.541278243064880371e-01,-7.735574245452880859e-02,3.957074880599975586e-01,7.491831779479980469e-01,-5.452580451965332031e-01
7.070707070707070940e+00,5.953636169433593750e-01,-3.947433829307556152e-01,-1.435279846191406250e-01,4.413020610809326172e-01,7.394937276840209961e-01,-4.891921281814575195e-01
7.171717171717171269e+00,6.474158763885498047e-01,-4.279462695121765137e-01,-1.976230144500732422e-01,4.785751104354858398e-01,7.315726876258850098e-01,-4.433588981628417969e-01
7.272727272727272485e+00,6.863944530487060547e-01,-4.528096318244934082e-01,-2.381312847137451172e-01,5.064864158630371094e-01,7.256411314010620117e-01,-4.090373516082763672e-01
7.373737373737373701e+00,7.108469009399414062e-01,-4.684073328971862793e-01,-2.635434865951538086e-01,5.239961147308349609e-01,7.219201326370239258e-01,-3.875062465667724609e-01
7.474747474747474918e+00,7.193205356597900391e-01,-4.738124012947082520e-01,-2.723495960235595703e-01,5.300638675689697266e-01,7.206306457519531250e-01,-3.800450563430786133e-01
7.575757575757575246e+00,7.193205952644348145e-01,-4.738124310970306396e-01,-2.723495960235595703e-01,5.300638675689697266e-01,7.206306457519531250e-01,-3.800450265407562256e-01
7.676767676767676463e+00,7.156782150268554688e-01,-4.714131951332092285e-01,-2.709705233573913574e-01,5.273798108100891113e-01,7.169815897941589355e-01,-3.781206011772155762e-01
7.777777777777777679e+00,7.051672935485839844e-01,-4.644897282123565674e-01,-2.669908702373504639e-01,5.196343660354614258e-01,7.064515948295593262e-01,-3.725672960281372070e-01
7.878787878787878896e+00,6.884123086929321289e-01,-4.534533023834228516e-01,-2.606470882892608643e-01,5.072876811027526855e-01,6.896660327911376953e-01,-3.637149631977081299e-01
7.979797979797979224e+00,6.660375595092773438e-01,-4.387152194976806641e-01,-2.521755397319793701e-01,4.907998740673065186e-01,6.672505736351013184e-01,-3.518935441970825195e-01
8.080808080808081328e+00,6.386675834655761719e-01,-4.206867516040802002e-01,-2.418127059936523438e-01,4.706310629844665527e-01,6.398307681083679199e-01,-3.374329209327697754e-01
8.181818181818181657e+00,6.069267392158508301e-01,-3.997792303562164307e-01,-2.297949790954589844e-01,4.472413957118988037e-01,6.080321073532104492e-01,-3.206629753112792969e-01
8.282828282828281985e+00,5.714394450187683105e-01,-3.764039278030395508e-01,-2.163587361574172974e-01,4.210909605026245117e-01,5.724801421165466309e-01,-3.019136786460876465e-01
8.383838383838384090e+00,5.328300595283508301e-01,-3.509721755981445312e-01,-2.017404437065124512e-01,3.926398754119873047e-01,5.338004827499389648e-01,-2.815148234367370605e-01
8.484848484848484418e+00,4.917230606079101562e-01,-3.238952159881591797e-01,-1.861764788627624512e-01,3.623483479022979736e-01,4.926186203956604004e-01,-2.597964107990264893e-01
8.585858585858586522e+00,4.487428069114685059e-01,-2.955843806266784668e-01,-1.699032783508300781e-01,3.306764066219329834e-01,4.495600759983062744e-01,-2.370882630348205566e-01
8.686868686868686851e+00,4.045137763023376465e-01,-2.664509415626525879e-01,-1.531572490930557251e-01,2.980842590332031250e-01,4.052504897117614746e-01,-2.137203514575958252e-01
8.787878787878787179e+00,3.596602976322174072e-01,-2.369062155485153198e-01,-1.361747980117797852e-01,2.650319337844848633e-01,3.603153228759765625e-01,-1.900225132703781128e-01
8.888888888888889284e+00,3.148068487644195557e-01,-2.073615193367004395e-01,-1.191923618316650391e-01,2.319796383380889893e-01,3.153801858425140381e-01,-1.663247048854827881e-01
8.989898989898989612e+00,2.705777585506439209e-01,-1.782280504703521729e-01,-1.024463176727294922e-01,1.993874609470367432e-01,2.710705399513244629e-01,-1.429567486047744751e-01
9.090909090909089940e+00,2.275975346565246582e-01,-1.499172151088714600e-01,-8.617311716079711914e-02,1.677155196666717529e-01,2.280120253562927246e-01,-1.202486157417297363e-01
9.191919191919192045e+00,1.864905953407287598e-01,-1.228402853012084961e-01,-7.060918211936950684e-02,1.374240219593048096e-01,1.868302226066589355e-01,-9.853023290634155273e-02
9.292929292929292373e+00,1.478811502456665039e-01,-9.740847349166870117e-02,-5.599084496498107910e-02,1.089729070663452148e-01,1.481504440307617188e-01,-7.813134789466857910e-02
9.393939393939394478e+00,1.123938560485839844e-01,-7.403320074081420898e-02,-4.255461692810058594e-02,8.282247185707092285e-02,1.125985383987426758e-01,-5.938202142715454102e-02
9.494949494949494806e+00,8.065301179885864258e-02,-5.312570929527282715e-02,-3.053690493106842041e-02,5.943283438682556152e-02,8.079993724822998047e-02,-4.261213541030883789e-02
9.595959595959595134e+00,5.328303575515747070e-02,-3.509721159934997559e-02,-2.017405629158020020e-02,3.926399350166320801e-02,5.338007211685180664e-02,-2.815148234367370605e-02
9.696969696969697239e+00,3.090828657150268555e-02,-2.035912871360778809e-02,-1.170250773429870605e-02,2.277618646621704102e-02,3.096461296081542969e-02,-1.633006334304809570e-02
9.797979797979797567e+00,1.415330171585083008e-02,-9.322732686996459961e-03,-5.358755588531494141e-03,1.042950153350830078e-02,1.417911052703857422e-02,-7.477760314941406250e-03
9.898989898989899672e+00,3.642380237579345703e-03,-2.399235963821411133e-03,-1.379072666168212891e-03,2.684056758880615234e-03,3.648996353149414062e-03,-1.924425363540649414e-03
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
