time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
5.70000000,-3.13367868,2.43436604,4.86477835,-0.61499954,0.69347701,0.00216610,1.09191959,0.77521307,-0.90781722,-0.03925819,-0.03774627,0.00105626,0.42425831,-0.69459396,-0.87254254,0.06312994,-0.08399748,-0.00066379,-0.05005493,0.70334466,0.18716973,0.68393587
5.80000000,-3.02448672,2.51188735,4.77399663,-0.61892536,0.68970238,0.00227172,1.13434542,0.70575368,-0.99507148,-0.03294520,-0.04614602,0.00098988,0.37152702,-0.73250220,-0.81901002,0.06555208,-0.07931164,-0.00074431,-0.05608558,0.70746688,0.17913180,0.68136394
5.90000000,-2.91105218,2.58246271,4.67448948,-0.62221988,0.68508778,0.00237071,1.17149812,0.63250346,-1.07697248,-0.02638999,-0.05407719,0.00091545,0.31931261,-0.76671085,-0.76338999,0.06839066,-0.07492150,-0.00082418,-0.06176445,0.71058874,0.17130653,0.67963436
6.00000000,-2.79390237,2.64571306,4.56679223,-0.62485888,0.67968006,0.00246225,1.20342939,0.55583237,-1.15331148,-0.01955092,-0.06156934,0.00083303,0.26693414,-0.79667748,-0.70647002,0.07162649,-0.07095275,-0.00090283,-0.06671398,0.71301803,0.16345217,0.67855576
6.10000000,-2.67355943,2.70129630,4.45146109,-0.62681397,0.67352313,0.00254556,1.23012280,0.47616463,-1.22395848,-0.01238827,-0.06866461,0.00074275,0.21378807,-0.82198742,-0.64888683,0.07523321,-0.06752576,-0.00097932,-0.07063542,0.71512819,0.15540222,0.67782922
6.20000000,-2.55054715,2.74891276,4.32906524,-0.62805280,0.66665667,0.00261983,1.25150161,0.39396588,-1.28884716,-0.00486495,-0.07541719,0.00064482,0.15944387,-0.84242189,-0.59105247,0.07918373,-0.06475714,-0.00105220,-0.07337058,0.71731440,0.14707239,0.67708679
6.30000000,-2.42539699,2.78830935,4.20018052,-0.62853929,0.65911495,0.00268431,1.26744599,0.30972369,-1.34795241,0.00305342,-0.08189290,0.00053960,0.10373685,-0.85799561,-0.53309225,0.08345761,-0.06275968,-0.00111955,-0.07494497,0.71993450,0.13845553,0.67594942
6.40000000,-2.29865239,2.81928172,4.06538528,-0.62823395,0.65092566,0.00273827,1.27781968,0.22392413,-1.40126164,0.01139918,-0.08816887,0.00042764,0.04684168,-0.86895985,-0.47483176,0.08804526,-0.06163800,-0.00117893,-0.07557978,0.72324295,0.12960052,0.67410016
6.50000000,-2.17087042,2.84167413,3.92525912,-0.62709403,0.64210877,0.00278104,1.28250385,0.13702815,-1.44874481,0.02020371,-0.09433267,0.00030975,-0.01071069,-0.87577191,-0.41587176,0.09294343,-0.06147639,-0.00122759,-0.07565792,0.72733395,0.12057209,0.67135949
6.60000000,-2.04262004,2.85537694,3.78038463,-0.62507366,0.63267550,0.00281201,1.28143278,0.04945096,-1.49033199,0.02949805,-0.10048031,0.00018699,-0.06811825,-0.87903613,-0.35576241,0.09813898,-0.06231800,-0.00126276,-0.07563650,0.73211714,0.11139440,0.66773863
6.70000000,-1.91447676,2.86032204,3.63135144,-0.62212386,0.62262747,0.00283071,1.27462095,-0.03845265,-1.52590823,0.03931195,-0.10671211,0.00006071,-0.12451414,-0.87942180,-0.29423212,0.10358355,-0.06413923,-0.00128205,-0.07591662,0.73734825,0.10199166,0.66343946
6.80000000,-1.78701466,2.85647678,3.47876061,-0.61819266,0.61195626,0.00283678,1.26216954,-0.12639483,-1.55533144,0.04967030,-0.11312603,-0.00006749,-0.17924636,-0.87756309,-0.23137490,0.10917013,-0.06682884,-0.00128385,-0.07671040,0.74272078,0.09214904,0.65877910
6.90000000,-1.66079771,2.84383729,3.32322747,-0.61322563,0.60064366,0.00283003,1.24424490,-0.21415114,-1.57846893,0.06058732,-0.11980891,-0.00019588,-0.23211620,-0.87394947,-0.16770182,0.11472414,-0.07018244,-0.00126752,-0.07796350,0.74799501,0.08151942,0.65404872
7.00000000,-1.53637322,2.82242218,3.16538058,-0.60716690,0.58866277,0.00281045,1.22103328,-0.30154609,-1.59523911,0.07205973,-0.12682716,-0.00032263,-0.28345250,-0.86882168,-0.10402741,0.12001580,-0.07391714,-0.00123350,-0.07937933,0.75311318,0.06968633,0.64935603
7.10000000,-1.41426989,2.79226757,3.00585666,-0.59996093,0.57598005,0.00277818,1.19268803,-0.38842826,-1.60564185,0.08406131,-0.13421887,-0.00044598,-0.33396695,-0.86209115,-0.04124422,0.12478982,-0.07770257,-0.00118315,-0.08054467,0.75824860,0.05626699,0.64451969
7.20000000,-1.29500109,2.75342474,2.84529248,-0.59155480,0.56255816,0.00273358,1.15929134,-0.47463737,-1.60976628,0.09654029,-0.14198913,-0.00056429,-0.38443482,-0.85329758,0.01991855,0.12880175,-0.08119869,-0.00111849,-0.08110498,0.76376457,0.04101567,0.63906444
7.30000000,-1.17907195,2.70596101,2.68431585,-0.58190077,0.54835925,0.00267716,1.12084786,-0.55996713,-1.60777442,0.10942047,-0.15010900,-0.00067614,-0.43530941,-0.84161461,0.07906797,0.13184956,-0.08409077,-0.00104201,-0.08091496,0.77009998,0.02388555,0.63231974
7.40000000,-1.06698717,2.64996429,2.52353841,-0.57095872,0.53334835,0.00260954,1.07731692,-0.64412859,-1.59986762,0.12260542,-0.15851808,-0.00078035,-0.48638901,-0.82590878,0.13620589,0.13379284,-0.08611562,-0.00095639,-0.08010511,0.77762594,0.00502539,0.62358304
7.50000000,-0.95925548,2.58555143,2.36355165,-0.55869818,0.51749654,0.00253151,1.02867801,-0.72671947,-1.58624704,0.13598471,-0.16712964,-0.00087598,-0.53662964,-0.80485172,0.19166823,0.13455599,-0.08707624,-0.00086426,-0.07904032,0.78652347,-0.01528363,0.61229066
7.60000000,-0.85638768,2.51287949,2.20492694,-0.54509971,0.50078358,0.00244391,0.97501505,-0.80720464,-1.56708021,0.14944031,-0.17583726,-0.00096241,-0.58415764,-0.77707255,0.24597173,0.13411572,-0.08684412,-0.00076805,-0.07818320,0.79671970,-0.03672158,0.59814432
7.70000000,-0.75888617,2.43215902,2.04821892,-0.53015568,0.48319985,0.00234767,0.91659929,-0.88491190,-1.54248304,0.16285188,-0.18452167,-0.00103922,-0.62648693,-0.74132213,0.29961687,0.13247614,-0.08534987,-0.00066980,-0.07790304,0.80789911,-0.05901263,0.58116059
7.80000000,-0.66722624,2.34366783,1.89397062,-0.51387049,0.46474769,0.00224375,0.85395059,-0.95904411,-1.51252135,0.17609949,-0.19305666,-0.00110620,-0.66089019,-0.69661038,0.35290411,0.12963749,-0.08256454,-0.00057098,-0.07828897,0.81958291,-0.08195969,0.56163805
7.90000000,-0.58183118,2.24776342,1.74271848,-0.49626054,0.44544202,0.00213313,0.78786157,-1.02870515,-1.47723094,0.18906324,-0.20131311,-0.00116329,-0.68482647,-0.64228472,0.40580983,0.12556568,-0.07847572,-0.00047245,-0.07902756,0.83124838,-0.10541387,0.54006358
8.00000000,-0.50304502,2.14489291,1.59499539,-0.47735422,0.42531071,0.00201680,0.71937893,-1.09293362,-1.43664996,0.20161981,-0.20916069,-0.00121054,-0.69631615,-0.57804149,0.45794268,0.12016849,-0.07306335,-0.00037444,-0.07938739,0.84244934,-0.12918996,0.51699776
8.10000000,-0.43110713,2.03559954,1.45133039,-0.45719224,0.40439464,0.00189574,0.64974731,-1.15073777,-1.39085569,0.21363666,-0.21646702,-0.00124798,-0.69418813,-0.50388988,0.50857288,0.11328176,-0.06627987,-0.00027663,-0.07831893,0.85290186,-0.15296311,0.49297752
8.20000000,-0.36613240,1.92052577,1.31224482,-0.43582857,0.38274794,0.00177094,0.58032850,-1.20112676,-1.33999840,0.22496484,-0.22309501,-0.00127565,-0.67818499,-0.42010378,0.55671282,0.10466689,-0.05803813,-0.00017839,-0.07464496,0.86251660,-0.17618850,0.46845580
