W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
8.896981477737426758e-01,-1.016434907913208008e+00,2.279481887817382812e+00,-7.498428225517272949e-01,-1.224276781082153320e+00,-5.859682336449623108e-02,-4.041099250316619873e-01,5.004102587699890137e-01,2.353677511215209961e+00,-1.768205523490905762e+00,-1.358696818351745605e+00,3.710600733757019043e-01,-4.456796050071716309e-01,-1.649433851242065430e+00,-7.931089997291564941e-01,-4.975230395793914795e-01,1.239297747611999512e+00,2.424205392599105835e-01
