W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
2.439307928085327148e+00,4.931465387344360352e-01,-2.212031602859497070e+00,2.255204200744628906e+00,-1.358516693115234375e+00,-1.723451137542724609e+00,2.439559936523437500e+00,-8.801440596580505371e-01,2.205721616744995117e+00,1.408900260925292969e+00,1.093531966209411621e+00,-2.393513202667236328e+00,-2.437133073806762695e+00,4.641860723495483398e-01,8.667130023241043091e-02,-2.427949428558349609e+00,-2.439731836318969727e+00,1.289572238922119141e+00
