W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
-2.098433256149291992e+00,-1.739768862724304199e+00,-5.226727128028869629e-01,-9.121968746185302734e-01,2.375406265258789062e+00,1.656476974487304688e+00,1.437813162803649902e+00,1.520518541336059570e+00,2.422227382659912109e+00,2.173124790191650391e+00,1.653796076774597168e+00,2.415401935577392578e+00,-2.400326251983642578e+00,1.026850461959838867e+00,1.721175670623779297e+00,-2.113674879074096680e+00,2.407593011856079102e+00,-2.393539190292358398e+00
