t,u0_0,u0_1,u0_2,u0_3,u0_4,u0_5,u0dot_0,u0dot_1,u0dot_2,u0dot_3,u0dot_4,u0dot_5
1.0,1.119213342666626,0.8138883709907532,0.022754134610295296,0.0037472271360456944,0.020798230543732643,0.1806856244802475,1.8101102113723755,-3.0049686431884766,1.708744764328003,-0.22441436350345612,0.14805035293102264,0.9881377816200256
1.1,1.2121038436889648,0.4965108335018158,0.2217266708612442,-0.04214487597346306,0.07046424597501755,0.26262229681015015,-0.06899053603410721,-2.975588083267212,1.9540106058120728,-0.35689786076545715,0.25444114208221436,0.6842135787010193
1.2000000000000002,1.1132022142410278,0.21417874097824097,0.3993646204471588,-0.08667980134487152,0.1371099054813385,0.2962304651737213,-1.7353228330612183,-2.36732816696167,1.3273215293884277,-0.337184339761734,0.2932722568511963,0.22960589826107025
1.3,0.874283492565155,0.010011401027441025,0.48442232608795166,-0.10937761515378952,0.19962000846862793,0.2770526111125946,-2.69935941696167,-1.5312705039978027,0.30265650153160095,-0.17480888962745667,0.22147178649902344,-0.22783587872982025
1.4000000000000001,0.5791134834289551,-0.10638660937547684,0.4679874777793884,-0.10340283811092377,0.23895375430583954,0.2187129557132721,-2.8264832496643066,-0.7250822186470032,-0.5486350655555725,0.04853620007634163,0.04718644917011261,-0.5545065402984619
1.5,0.30990010499954224,-0.14674317836761475,0.38921719789505005,-0.07517213374376297,0.24523554742336273,0.14295649528503418,-2.2556090354919434,-0.09132891148328781,-0.8729172945022583,0.21958398818969727,-0.17745757102966309,-0.6713113784790039
1.6,0.12039121240377426,-0.133450448513031,0.30173996090888977,-0.03908152133226395,0.2203463315963745,0.07184603810310364,-1.3564181327819824,0.3038947284221649,-0.7574155926704407,0.2562975585460663,-0.36614012718200684,-0.5859130024909973
1.7000000000000002,0.023515379056334496,-0.09306919574737549,0.23382516205310822,-0.009585818275809288,0.17813827097415924,0.01947239227592945,-0.553619384765625,0.4275777041912079,-0.5596534013748169,0.18097852170467377,-0.44791465997695923,-0.3908015787601471
1.8,-0.005804767832159996,-0.051879577338695526,0.18199977278709412,0.0072127473540604115,0.13201488554477692,-0.010567596182227135,-0.06847536563873291,0.3399800956249237,-0.4499519467353821,0.07875390350818634,-0.422072172164917,-0.1896287351846695
1.9000000000000001,-0.0017580377170816064,-0.02469330094754696,0.1381089687347412,0.013164002448320389,0.09186367690563202,-0.022202813997864723,0.10335696488618851,0.18116652965545654,-0.39463624358177185,0.007538387086242437,-0.3393890857696533,-0.04395035281777382
2.0,0.009328143671154976,-0.012560907751321793,0.09980976581573486,0.012842441909015179,0.06116553395986557,-0.02214195765554905,0.09251957386732101,0.06444571167230606,-0.34013134241104126,-0.025053123012185097,-0.24971386790275574,0.03392448276281357
2.1,0.015522109344601631,-0.008774204179644585,0.0675542801618576,0.010060099884867668,0.0389607772231102,-0.0169462151825428,0.022819966077804565,0.01812632568180561,-0.27924415469169617,-0.03403661400079727,-0.1783800572156906,0.060830485075712204
2.2,0.014458305202424526,-0.007060307078063488,0.041256967931985855,0.006658479571342468,0.02291490137577057,-0.010604300536215305,-0.0385405570268631,0.01959867961704731,-0.22695094347000122,-0.03374898061156273,-0.13173024356365204,0.05946478620171547
2.3000000000000003,0.008366185240447521,-0.004190545063465834,0.01952364109456539,0.0032907132990658283,0.010637064464390278,-0.004927950445562601,-0.07315915077924728,0.03525887057185173,-0.19459669291973114,-0.03210463747382164,-0.1071576327085495,0.05027175694704056
2.4000000000000004,-5.82367043477916e-09,2.987773584095521e-09,-1.2796257387037713e-08,-2.1825414808773758e-09,-6.92855284256666e-09,3.1696443247852812e-09,-0.08371089398860931,0.04294699802994728,-0.18393665552139282,-0.031372398138046265,-0.09959276765584946,0.04556126520037651
2.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.16481810808181763,0.0018539703451097012,-0.31395813822746277,-0.0787445604801178,-0.19682185351848602,-0.10252103209495544
2.6,0.01654127985239029,0.0012534130364656448,-0.03280259296298027,-0.007654108572751284,-0.020344184711575508,-0.010924200527369976,0.1466449797153473,0.03238702192902565,-0.3172268569469452,-0.06367930769920349,-0.19165927171707153,-0.10988389700651169
2.7,0.028998667374253273,0.008594756945967674,-0.06637267768383026,-0.012159320525825024,-0.03955195099115372,-0.02312631346285343,0.08328671008348465,0.11638350039720535,-0.3285887837409973,-0.02229456976056099,-0.17248967289924622,-0.126553475856781
2.8000000000000003,0.03158969432115555,0.026575511321425438,-0.10158372670412064,-0.011142960749566555,-0.055821917951107025,-0.03690781444311142,-0.04366752877831459,0.22716820240020752,-0.3475884199142456,0.032651402056217194,-0.13238364458084106,-0.1368095874786377
2.9000000000000004,0.01785845309495926,0.05506369099020958,-0.13872310519218445,-0.004217563662678003,-0.06689846515655518,-0.050376731902360916,-0.2308672070503235,0.3130403161048889,-0.36424720287323,0.07927945256233215,-0.07289288938045502,-0.11947334557771683
3.0,-0.01676555909216404,0.08887262642383575,-0.1766422837972641,0.006822160445153713,-0.07127941399812698,-0.060162439942359924,-0.4259278178215027,0.320424348115921,-0.3546094596385956,0.09700673073530197,-0.016130391508340836,-0.06304288655519485
3.1,-0.0678696408867836,0.11871499568223953,-0.21032239496707916,0.01878361776471138,-0.07116182893514633,-0.06298098713159561,-0.5342504978179932,0.24152147769927979,-0.27977728843688965,0.09017334133386612,-0.003085121978074312,0.009450987912714481
3.2,-0.12389758974313736,0.13788893818855286,-0.2314317673444748,0.030840864405035973,-0.07230104506015778,-0.060578688979148865,-0.5266935229301453,0.12777869403362274,-0.10841745883226395,0.10140851885080338,-0.04737904667854309,0.026742205023765564
3.3000000000000003,-0.178018718957901,0.14388133585453033,-0.2308538258075714,0.04705079272389412,-0.07749879360198975,-0.06332765519618988,-0.5333229899406433,-0.04348723217844963,0.11765678972005844,0.16104291379451752,-0.07287325710058212,-0.08756288886070251
3.4000000000000004,-0.24012824892997742,0.11947191506624222,-0.21070373058319092,0.06873349845409393,-0.07770106941461563,-0.08363441377878189,-0.6822245717048645,-0.48195764422416687,0.23409874737262726,0.17788837850093842,0.04182291403412819,-0.2891210913658142
3.5,-0.3182004392147064,0.029448634013533592,-0.18766647577285767,0.0809994712471962,-0.057716719806194305,-0.12029363960027695,-0.7669045925140381,-1.2911556959152222,0.20517213642597198,-0.029098913073539734,0.2488928735256195,-0.3403768241405487
3.6,-0.3779433071613312,-0.14893168210983276,-0.15912893414497375,0.05900656431913376,-0.020992618054151535,-0.144413560628891,-0.2142924815416336,-2.060173749923706,0.41448724269866943,-0.3922156095504761,0.2886273264884949,-0.02180902659893036
3.7,-0.329517126083374,-0.3704145550727844,-0.09445546567440033,0.004036233760416508,0.005365926772356033,-0.11883365362882614,1.2506723403930664,-2.00923490524292,0.7992030382156372,-0.5314211249351501,0.08349215984344482,0.5446915030479431
3.8000000000000003,-0.11526922881603241,-0.5200989842414856,-0.015099787153303623,-0.04405816271901131,0.0035613810177892447,-0.03538437932729721,2.7257301807403564,-0.6301929950714111,0.5596508383750916,-0.2544417977333069,-0.1369418352842331,0.9711977243423462
3.9000000000000004,0.1822657436132431,-0.47683364152908325,-0.005143808666616678,-0.04507071524858475,-0.013318286277353764,0.0715864896774292,2.6406121253967285,1.4251209497451782,-0.4281146824359894,0.2183261513710022,-0.1537233144044876,0.9471130967140198
4.0,0.3729821741580963,-0.2540949583053589,-0.09513980895280838,0.0007528880960308015,-0.017897943034768105,0.1511964350938797,0.8431962132453918,2.596517562866211,-1.166883111000061,0.525011420249939,0.016997836530208588,0.49689075350761414
4.1000000000000005,0.3547773063182831,0.002997678704559803,-0.2158149927854538,0.058467570692300797,0.0011706993682309985,0.17228733003139496,-1.0600934028625488,2.1001534461975098,-1.0102874040603638,0.48359596729278564,0.1949358731508255,-0.08528497815132141
4.2,0.19915780425071716,0.1500328630208969,-0.2863786816596985,0.09344329684972763,0.031278811395168304,0.14142706990242004,-1.6785639524459839,0.6791412234306335,-0.3071347773075104,0.2048393338918686,0.21972881257534027,-0.4603675603866577
4.3,0.0473921000957489,0.15749584138393402,-0.28170788288116455,0.0965278372168541,0.05323302000761032,0.0899651050567627,-1.1143782138824463,-0.4044303297996521,0.3475069999694824,-0.06324047595262527,0.10439208149909973,-0.4987793564796448
4.4,-0.025780178606510162,0.09609021246433258,-0.22610220313072205,0.07966729253530502,0.059512507170438766,0.04685486480593681,-0.3223341703414917,-0.6559809446334839,0.6605730056762695,-0.18940334022045135,-0.02475403994321823,-0.3374907970428467
4.5,-0.0332021489739418,0.037631504237651825,-0.15552175045013428,0.05721293389797211,0.05382097512483597,0.02177382819354534,0.1025182455778122,-0.41985318064689636,0.6507617235183716,-0.20121577382087708,-0.09708700329065323,-0.16422443091869354
4.6000000000000005,-0.017263296991586685,0.00873546116054058,-0.09560207277536392,0.03722519055008888,0.042628780007362366,0.01073919516056776,0.1641942411661148,-0.15757480263710022,0.49081042408943176,-0.16703984141349792,-0.12441747635602951,-0.06625878065824509
4.7,-0.00393128115683794,0.0002454924979247153,-0.05305856093764305,0.02164028398692608,0.029275789856910706,0.0060631087981164455,0.08593880385160446,-0.0287685077637434,0.33559924364089966,-0.12789705395698547,-0.13524627685546875,-0.03243677318096161
4.800000000000001,0.0007990589365363121,-0.0005559631390497088,-0.0234493687748909,0.009793305769562721,0.014905033633112907,0.003031522734090686,0.01029793918132782,0.003662029979750514,0.24391081929206848,-0.10035736113786697,-0.14155784249305725,-0.028348948806524277
4.9,-1.2044349961826128e-09,4.3152917350575137e-10,1.4993213781622217e-08,-6.303097599413832e-09,-9.995189564904194e-09,-2.0561132796359516e-09,-0.01731283776462078,0.00620289659127593,0.21551628410816193,-0.09060230106115341,-0.1436733603477478,-0.029555074870586395
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19930005073547363,-0.09774830937385559,0.19042406976222992,-0.07380882650613785,-0.021579215303063393,0.04061461240053177
5.1000000000000005,0.020508691668510437,-0.010388346388936043,0.019637875258922577,-0.0076469299383461475,-0.0021440826822072268,0.004202522803097963,0.19190405309200287,-0.10355408489704132,0.18428131937980652,-0.07250009477138519,-0.01859281212091446,0.03958365321159363
5.2,0.039419934153556824,-0.021929506212472916,0.037979528307914734,-0.01499764434993267,-0.003615699941292405,0.008207380771636963,0.16939684748649597,-0.11947132647037506,0.16601157188415527,-0.06802345812320709,-0.010001854039728642,0.036382585763931274
5.300000000000001,0.055338840931653976,-0.03550858050584793,0.05387324467301369,-0.021667467430233955,-0.003938817419111729,0.011816730722784996,0.1329048126935959,-0.14191117882728577,0.1383080929517746,-0.05954158678650856,0.0016654939390718937,0.031146977096796036
5.4,0.06670001149177551,-0.051546234637498856,0.06650973856449127,-0.02718975953757763,-0.002877772320061922,0.014827826991677284,0.08304481208324432,-0.16545319557189941,0.10525954514741898,-0.04668313264846802,0.013074027374386787,0.024037884548306465
5.5,0.07226484268903732,-0.06974074989557266,0.0758148655295372,-0.03111748769879341,-0.0008151484071277082,0.017077941447496414,0.02187126688659191,-0.18434470891952515,0.0727033019065857,-0.030896101146936417,0.019766902551054955,0.015327398665249348
5.6000000000000005,0.07084772735834122,-0.08946122974157333,0.08182685822248459,-0.03335081413388252,0.0017303592758253217,0.018445108085870743,-0.04842953011393547,-0.19305354356765747,0.04609295725822449,-0.01597834751009941,0.019312741234898567,0.005462311673909426
5.7,0.061949487775564194,-0.1093873381614685,0.08585336804389954,-0.03438725695014,0.003849688684567809,0.018814269453287125,-0.1244836300611496,-0.18628978729248047,0.031464140862226486,-0.0076632131822407246,0.012046661227941513,-0.005158280022442341
5.800000000000001,0.04495098441839218,-0.1277714967727661,0.08907037228345871,-0.03490820527076721,0.005022209603339434,0.018105661496520042,-0.20119909942150116,-0.15901470184326172,0.03208738937973976,-0.010169093497097492,0.003034124383702874,-0.015885543078184128
5.9,0.020262114703655243,-0.14172545075416565,0.09311652928590775,-0.03630523756146431,0.0055043757893145084,0.016392603516578674,-0.2705729603767395,-0.10716991126537323,0.04786987602710724,-0.023535260930657387,0.0004641384584829211,-0.026068665087223053
6.0,-0.010827887803316116,-0.14917686581611633,0.09943007677793503,-0.03940204158425331,0.006402033381164074,0.01377966906875372,-0.32305943965911865,-0.03119954653084278,0.07501479238271713,-0.041002463549375534,0.012063172645866871,-0.03482702746987343
6.1000000000000005,-0.04597584903240204,-0.14769381284713745,0.10871949046850204,-0.043948862701654434,0.009357566013932228,0.010448208078742027,-0.3457789421081543,0.06291341781616211,0.10591766238212585,-0.050982944667339325,0.03878456726670265,-0.041523341089487076
6.2,-0.08148832619190216,-0.13578611612319946,0.1211295798420906,-0.0487145259976387,0.015642372891306877,0.006673665251582861,-0.3320190906524658,0.1631535291671753,0.1309465616941452,-0.04262658208608627,0.07349462062120438,-0.04557954519987106
6.300000000000001,-0.11372789740562439,-0.11377088725566864,0.13564829528331757,-0.051431454718112946,0.025595689192414284,0.002703762613236904,-0.27957308292388916,0.25424253940582275,0.14142484962940216,-0.012382306158542633,0.10189405083656311,-0.04664751887321472
6.4,-0.13894659280776978,-0.08369778841733932,0.14987505972385406,-0.049986258149147034,0.03756207600235939,-0.0011126238387078047,-0.1945553719997406,0.31996896862983704,0.13127140700817108,0.032575998455286026,0.11047001928091049,-0.04451802372932434
6.5,-0.1535755693912506,-0.048658762127161026,0.16206856071949005,-0.043554168194532394,0.04924851283431053,-0.004550717305392027,-0.08916782587766647,0.34757643938064575,0.09884113073348999,0.07757769525051117,0.09305509179830551,-0.03951147571206093
6.6000000000000005,-0.1572326272726059,-0.01266360841691494,0.1699327677488327,-0.03266501799225807,0.05775453895330429,-0.007249823305755854,0.0211793165653944,0.33293020725250244,0.0462644137442112,0.10850612074136734,0.05344099551439285,-0.03207249939441681
6.7,-0.14958660304546356,0.01932608336210251,0.1712753176689148,-0.019713016226887703,0.06137638911604881,-0.00918156560510397,0.11801327019929886,0.2772606313228607,-0.019854703918099403,0.11659007519483566,0.00383545970544219,-0.02282586693763733
6.800000000000001,-0.13341829180717468,0.04402204230427742,0.1655571460723877,-0.007090337108820677,0.0596252977848053,-0.010162916965782642,0.19000244140625,0.19207729399204254,-0.09298427402973175,0.10158965736627579,-0.043336935341358185,-0.012555751018226147
6.9,-0.11125844717025757,0.05879602208733559,0.15202109515666962,0.0029957788065075874,0.05331446975469589,-0.010208304971456528,0.22986480593681335,0.09021729230880737,-0.16537533700466156,0.0705455020070076,-0.07875317335128784,-0.0021465749014168978
7.0,-0.08663488179445267,0.06278925389051437,0.1313316971063614,0.009182283654808998,0.04394420236349106,-0.009390737861394882,0.23963326215744019,-0.01151596661657095,-0.2309773564338684,0.03281966596841812,-0.09931585937738419,0.007668516598641872
7.1000000000000005,-0.06207631528377533,0.056824322789907455,0.10433335602283478,0.011240117251873016,0.03304039686918259,-0.007752108387649059,0.2274474799633026,-0.1007886752486229,-0.28531473875045776,-0.0030983006581664085,-0.10702142119407654,0.01602919027209282
7.2,-0.03946568816900253,0.042625926434993744,0.07235582917928696,0.009645913727581501,0.02177407592535019,-0.005523900967091322,0.20609547197818756,-0.16800236701965332,-0.3254365921020508,-0.031269706785678864,-0.10676645487546921,0.02248317003250122
7.300000000000001,-0.019067488610744476,0.02274620719254017,0.03700469061732292,0.005490785464644432,0.01075290609151125,-0.002871473552659154,0.18783831596374512,-0.20916809141635895,-0.3497397005558014,-0.048910025507211685,-0.10405702143907547,0.026538319885730743
7.4,1.254074799561522e-08,-1.5519683316256305e-08,-2.4916154472975904e-08,-3.810590953889914e-09,-7.150860792393132e-09,1.9426253938803484e-09,0.18026383221149445,-0.22308385372161865,-0.35815098881721497,-0.054774392396211624,-0.1027882918715477,0.027923788875341415
7.5,0.0,0.0,-0.0,0.0,0.0,0.0,-0.04239371046423912,-0.06355004757642746,-0.12188081443309784,0.07363684475421906,-0.08243075013160706,0.18971100449562073
7.6000000000000005,-0.004760190844535828,-0.006145849358290434,-0.012180748395621777,0.007817412726581097,-0.008322943933308125,0.019552411511540413,-0.05304659903049469,-0.05008586868643761,-0.10723086446523666,0.07770596444606781,-0.07490435987710953,0.18429230153560638
7.7,-0.011858591809868813,-0.009645862504839897,-0.02140466496348381,0.01648835837841034,-0.015044132247567177,0.03803298994898796,-0.08662701398134232,-0.014718102291226387,-0.06539785861968994,0.08842652291059494,-0.050889331847429276,0.16855311393737793
7.800000000000001,-0.02354554831981659,-0.009023608639836311,-0.025172578170895576,0.026400431990623474,-0.018254656344652176,0.0541905052959919,-0.14052236080169678,0.027234476059675217,-0.003879583440721035,0.09975603222846985,-0.006253389175981283,0.14073823392391205
7.9,-0.04147946462035179,-0.0045363884419202805,-0.022069906815886497,0.037116602063179016,-0.015660330653190613,0.06679529696702957,-0.20375636219978333,0.05488164722919464,0.05998107045888901,0.10098079591989517,0.0625128373503685,0.09989058971405029
8.0,-0.06536182016134262,0.001274723093956709,-0.013883890584111214,0.04659894108772278,-0.004949923139065504,0.07442210614681244,-0.24906690418720245,0.048922136425971985,0.09140247106552124,0.07599220424890518,0.15259844064712524,0.0455155074596405
8.1,-0.09126544743776321,0.004345275927335024,-0.005853431299328804,0.05141801759600639,0.015492587350308895,0.07576477527618408,-0.2366081029176712,0.005688299424946308,0.04353945329785347,0.008789041079580784,0.2487531453371048,-0.02027326077222824
8.200000000000001,-0.11152119934558868,0.002007757779210806,-0.009048950858414173,0.04670211300253868,0.04469781368970871,0.07037732750177383,-0.13563939929008484,-0.05050266161561012,-0.12798629701137543,-0.10572785139083862,0.3191247284412384,-0.09088466316461563
8.3,-0.11678388714790344,-0.005222316365689039,-0.037229958921670914,0.02824590727686882,0.07829994708299637,0.058142028748989105,0.045846134424209595,-0.08027120679616928,-0.4298778772354126,-0.2482871264219284,0.32540082931518555,-0.1559193730354309
8.4,-0.10081098973751068,-0.012695493176579475,-0.10104400664567947,-0.005139930639415979,0.10834258794784546,0.04033767059445381,0.2545592486858368,-0.054132744669914246,-0.8008798956871033,-0.37371474504470825,0.24621348083019257,-0.2027255892753601
8.5,-0.06528162956237793,-0.01497640274465084,-0.20236630737781525,-0.04960216209292412,0.12592695653438568,0.01901232823729515,0.41964980959892273,0.016804223880171776,-1.12840735912323,-0.431430459022522,0.09708701819181442,-0.22251713275909424
8.6,-0.0163214523345232,-0.008697391487658024,-0.33075082302093506,-0.09698302298784256,0.12500354647636414,-0.003258749842643738,0.5029569268226624,0.10094916820526123,-1.3062031269073486,-0.39533522725105286,-0.07199709117412567,-0.2139497995376587
8.700000000000001,0.03670930862426758,0.0054123238660395145,-0.46767914295196533,-0.13747403025627136,0.10503073036670685,-0.024314066395163536,0.5096678733825684,0.17063595354557037,-1.2803044319152832,-0.2792185842990875,-0.20672844350337982,-0.18339020013809204
8.8,0.08806224912405014,0.02586524747312069,-0.5908933281898499,-0.1634349375963211,0.07064363360404968,-0.041931428015232086,0.46144792437553406,0.22135011851787567,-1.0715887546539307,-0.1227678433060646,-0.27402809262275696,-0.1397676020860672
8.9,0.13180311024188995,0.050991255789995193,-0.6861433386802673,-0.17119644582271576,0.0299453716725111,-0.055250342935323715,0.376675546169281,0.25702252984046936,-0.7360133528709412,0.02989989146590233,-0.2699187695980072,-0.09143367409706116
9.0,0.16533008217811584,0.07862837612628937,-0.7420480251312256,-0.16191579401493073,-0.009104260243475437,-0.06369883567094803,0.2634911835193634,0.2761428952217102,-0.3446595072746277,0.14779236912727356,-0.21217983961105347,-0.044424962252378464
9.1,0.18569248914718628,0.10760555416345596,-0.7579823136329651,-0.1398831009864807,-0.03988255187869072,-0.06691820919513702,0.12664495408535004,0.2668226361274719,0.04497584328055382,0.2164882868528366,-0.12647831439971924,-0.002553753787651658
9.200000000000001,0.19118374586105347,0.13330766558647156,-0.7351456880569458,-0.11102113872766495,-0.059507135301828384,-0.06591875106096268,-0.017429111525416374,0.21680650115013123,0.39290913939476013,0.2376246303319931,-0.037147123366594315,0.03275865688920021
9.3,0.1826006919145584,0.15089471638202667,-0.677528440952301,-0.08102835714817047,-0.06771378964185715,-0.061202455312013626,-0.1475338488817215,0.12468468397855759,0.676198422908783,0.2219318449497223,0.0388687402009964,0.06039329618215561
9.4,0.16174787282943726,0.1577838808298111,-0.5960018038749695,-0.054384805262088776,-0.06611084938049316,-0.05357097461819649,-0.2458665817975998,-0.003958936780691147,0.8937035202980042,0.18399053812026978,0.09382733702659607,0.0804159864783287
9.5,0.1327638179063797,0.15000584721565247,-0.4942581057548523,-0.03331218287348747,-0.057659875601530075,-0.0441519059240818,-0.30357858538627625,-0.14571937918663025,1.0458810329437256,0.13776619732379913,0.1269519180059433,0.0938127189874649
9.600000000000001,0.0995553657412529,0.12775197625160217,-0.3799755573272705,-0.018348265439271927,-0.045139770954847336,-0.03367002680897713,-0.32481685280799866,-0.27915507555007935,1.1467541456222534,0.09364002197980881,0.1429120898246765,0.10201487690210342
9.700000000000001,0.06571270525455475,0.09277430921792984,-0.25692301988601685,-0.008891703560948372,-0.030625849962234497,-0.022634489461779594,-0.3236091136932373,-0.385053813457489,1.2058590650558472,0.05880443751811981,0.14801320433616638,0.10648661106824875
9.8,0.03240591287612915,0.048792410641908646,-0.12961900234222412,-0.003420780645683408,-0.015375340357422829,-0.0113563546910882,-0.3140326142311096,-0.45301344990730286,1.2380212545394897,0.036941807717084885,0.148123100399971,0.10854271054267883
9.9,-2.162038725828097e-08,-3.3101322571837954e-08,8.666079054364673e-08,2.047469305210825e-09,1.0285202911575198e-08,7.593745188216872e-09,-0.31077685952186584,-0.4758065640926361,1.2456839084625244,0.02943081595003605,0.1478421688079834,0.10915441066026688
