t,q_J1,q_J2,q_J3,q_J4,q_J5,q_J6,qd_J1,qd_J2,qd_J3,qd_J4,qd_J5,qd_J6,qdd_J1,qdd_J2,qdd_J3,qdd_J4,qdd_J5,qdd_J6
6.0,-0.5992921590805054,2.2788500785827637,-2.0290298461914062,3.376980781555176,-2.844799518585205,-0.13613605499267578,-1.6973613500595093,-0.28802651166915894,0.05570172145962715,0.18354488909244537,0.7085068225860596,2.320013999938965,-0.4655618965625763,-0.0790015384554863,0.015278182923793793,0.050343725830316544,0.1943332701921463,0.6363465785980225
6.1000000000000005,-0.778205394744873,2.24849009513855,-2.023158550262451,3.396327495574951,-2.770118236541748,0.10840892791748047,-1.7337335348129272,-0.29419851303100586,0.05689532682299614,0.1874779909849167,0.723689079284668,2.3697288036346436,-0.23278094828128815,-0.03950076922774315,0.007639091461896896,0.025171862915158272,0.09716663509607315,0.31817328929901123
6.2,-0.9596446752548218,2.2177016735076904,-2.0172042846679688,3.415947437286377,-2.694382667541504,0.356406569480896,-1.7458575963974,-0.29625585675239563,0.057293202728033066,0.18878903985023499,0.7287499308586121,2.3863003253936768,-0.0,-0.0,0.0,0.0,0.0,0.0
6.300000000000001,-1.1410837173461914,2.186913013458252,-2.0112500190734863,3.435567617416382,-2.6186468601226807,0.6044038534164429,-1.7337335348129272,-0.29419854283332825,0.056895334273576736,0.18747800588607788,0.7236891984939575,2.3697288036346436,0.23278076946735382,0.03950073942542076,-0.007639085873961449,-0.02517184615135193,-0.09716655313968658,-0.31817305088043213
6.4,-1.3199971914291382,2.156553030014038,-2.0053787231445312,3.4549143314361572,-2.5439653396606445,0.8489493131637573,-1.6973615884780884,-0.2880265414714813,0.05570172891020775,0.18354490399360657,0.7085068821907043,2.320014238357544,0.4655618965625763,0.0790015384554863,-0.015278182923793793,-0.050343725830316544,-0.1943332701921463,-0.6363465785980225
6.5,-1.4938589334487915,2.1270503997802734,-1.9996731281280518,3.47371506690979,-2.4713926315307617,1.0865896940231323,-1.6367415189743042,-0.27773985266685486,0.053712375462055206,0.17698971927165985,0.6832030415534973,2.237156629562378,0.69834303855896,0.11850234121084213,-0.022917279973626137,-0.07551561295986176,-0.29149994254112244,-0.9545201063156128
6.6000000000000005,-1.6601428985595703,2.0988335609436035,-1.9942162036895752,3.4916961193084717,-2.4019830226898193,1.3138724565505981,-1.5518734455108643,-0.26333853602409363,0.0509272925555706,0.16781248152256012,0.6477777361869812,2.1211559772491455,0.9311237931251526,0.1580030769109726,-0.030556365847587585,-0.10068745166063309,-0.3886665403842926,-1.272693157196045
6.7,-1.81632399559021,2.072330951690674,-1.989090919494629,3.508584976196289,-2.3367903232574463,1.5273462533950806,-1.4427573680877686,-0.24482254683971405,0.04734646901488304,0.15601317584514618,0.6022308468818665,1.9720121622085571,1.1639049053192139,0.19750387966632843,-0.03819546103477478,-0.1258593499660492,-0.48583319783210754,-1.5908666849136353
6.800000000000001,-1.9598755836486816,2.047971725463867,-1.9843800067901611,3.5241079330444336,-2.276869535446167,1.7235578298568726,-1.309393286705017,-0.22219188511371613,0.042969901114702225,0.14159177243709564,0.5465624332427979,1.7897251844406128,1.39668607711792,0.23700468242168427,-0.045834559947252274,-0.1510312259197235,-0.5829998850822449,-1.9090402126312256
6.9,-2.0882720947265625,2.02618408203125,-1.9801664352416992,3.537992238998413,-2.2232747077941895,1.8990546464920044,-1.1517812013626099,-0.19544659554958344,0.037797603756189346,0.12454833835363388,0.48077258467674255,1.5742956399917603,1.6294667720794678,0.2765054404735565,-0.05347364395856857,-0.17620307207107544,-0.680166482925415,-2.227213144302368
7.0,-2.1989879608154297,2.0073964595794678,-1.9765331745147705,3.549964427947998,-2.177060127258301,2.050384998321533,-0.9699210524559021,-0.16458660364151,0.03182956203818321,0.10488281399011612,0.40486112236976624,1.325722575187683,1.8622478246688843,0.31600621342658997,-0.061112742871046066,-0.20137494802474976,-0.77733314037323,-2.545386791229248
7.1000000000000005,-2.289497137069702,1.9920380115509033,-1.9735629558563232,3.5597517490386963,-2.139280080795288,2.17409610748291,-0.7638127207756042,-0.12961193919181824,0.025065774098038673,0.08259520679712296,0.3188280761241913,1.04400634765625,2.09502911567688,0.3555070161819458,-0.06875184178352356,-0.22654683887958527,-0.8744998574256897,-2.863560199737549
7.2,-2.357273578643799,1.980536937713623,-1.9713387489318848,3.5670807361602783,-2.1109890937805176,2.266735553741455,-0.5334563851356506,-0.09052260220050812,0.017506252974271774,0.057685524225234985,0.22267353534698486,0.7291471362113953,2.327810049057007,0.39500775933265686,-0.07639092952013016,-0.2517186999320984,-0.9716665148735046,-3.1817336082458496
7.300000000000001,-2.399791955947876,1.9733219146728516,-1.9699434041976929,3.571678400039673,-2.0932412147521973,2.3248510360717773,-0.2788524031639099,-0.04731866344809532,0.009151002392172813,0.03015381656587124,0.11639761179685593,0.3811453580856323,2.560590982437134,0.4345085918903351,-0.08403002470731735,-0.2768905758857727,-1.0688331127166748,-3.4999072551727295
7.4,-2.4145259857177734,1.970821738243103,-1.969459891319275,3.5732717514038086,-2.0870909690856934,2.3449902534484863,-0.0,-0.0,0.0,0.0,0.0,0.0,2.79337215423584,0.47400936484336853,-0.09166911989450455,-0.302062451839447,-1.1659997701644897,-3.818080425262451
7.5,-2.4145259857177734,1.970821738243103,-1.969459891319275,3.5732717514038086,-2.0870909690856934,2.3449902534484863,0.0,-0.0,0.0,-0.0,0.0,-0.0,2.3179450035095215,-1.891988754272461,1.8906813859939575,-3.4303407669067383,2.0036072731018066,-2.251190662384033
7.6000000000000005,-2.402299642562866,1.9608421325683594,-1.9594871997833252,3.555177927017212,-2.0765225887298584,2.333116054534912,0.23139207065105438,-0.1888704150915146,0.18873991072177887,-0.34243854880332947,0.20001287758350372,-0.22472822666168213,2.1247828006744385,-1.7343230247497559,1.7331246137619019,-3.1444790363311768,1.8366400003433228,-2.063591480255127
7.7,-2.367017984390259,1.9320440292358398,-1.930708885192871,3.5029642581939697,-2.046025514602661,2.2988502979278564,0.4426631033420563,-0.36131733655929565,0.36106765270233154,-0.6550998091697693,0.38263335824012756,-0.4299149215221405,1.931620717048645,-1.5766574144363403,1.5755678415298462,-2.8586175441741943,1.6696728467941284,-1.8759920597076416
