t,q_J1,q_J2,q_J3,q_J4,q_J5,q_J6,qd_J1,qd_J2,qd_J3,qd_J4,qd_J5,qd_J6,qdd_J1,qdd_J2,qdd_J3,qdd_J4,qdd_J5,qdd_J6
7.800000000000001,-2.310776710510254,1.8861379623413086,-1.88483464717865,3.4197328090667725,-1.9974112510681152,2.2442288398742676,0.6338130831718445,-0.5173407196998596,0.5169832110404968,-0.9379838109016418,0.5478613972663879,-0.615559995174408,1.7384586334228516,-1.4189916849136353,1.41801118850708,-2.5727555751800537,1.502705454826355,-1.6883928775787354
7.9,-2.2356722354888916,1.824834942817688,-1.8235739469528198,3.3085849285125732,-1.932491660118103,2.1712872982025146,0.8048419952392578,-0.6569405794143677,0.6564866304397583,-1.1910905838012695,0.695697009563446,-0.7816634178161621,1.5452964305877686,-1.2613258361816406,1.2604541778564453,-2.286893606185913,1.3357380628585815,-1.5007935762405396
8.0,-2.1438000202178955,1.7498456239700317,-1.7486364841461182,3.1726226806640625,-1.8530782461166382,2.0820608139038086,0.9557498097419739,-0.7801169157028198,0.7795778512954712,-1.4144200086593628,0.8261401057243347,-0.9282252192497253,1.3521344661712646,-1.103660225868225,1.1028975248336792,-2.0010321140289307,1.1687709093093872,-1.3131945133209229
8.1,-2.0372562408447266,1.6628808975219727,-1.6617317199707031,3.0149478912353516,-1.7609829902648926,1.9785854816436768,1.0865367650985718,-0.8868698477745056,0.886256992816925,-1.6079723834991455,0.9391909837722778,-1.0552456378936768,1.1589725017547607,-0.9459943771362305,0.9453406929969788,-1.7151703834533691,1.0018036365509033,-1.1255953311920166
8.200000000000001,-1.9181368350982666,1.5656514167785645,-1.5645694732666016,2.838662624359131,-1.6580173969268799,1.8628966808319092,1.1972025632858276,-0.9771991968154907,0.9765238761901855,-1.7717472314834595,1.0348492860794067,-1.1627243757247925,0.9658102989196777,-0.7883285880088806,0.7877838611602783,-1.429308533668518,0.8348362445831299,-0.937995970249176
8.3,-1.7885377407073975,1.4598679542541504,-1.4588592052459717,2.6468677520751953,-1.5459933280944824,1.737029790878296,1.2877471446990967,-1.0511049032211304,1.0503785610198975,-1.9057447910308838,1.1131151914596558,-1.2506613731384277,0.7726482152938843,-0.6306629180908203,0.6302270889282227,-1.1434468030929565,0.6678690314292908,-0.7503967881202698
8.4,-1.650554895401001,1.3472414016723633,-1.3463104963302612,2.4426662921905518,-1.4267222881317139,1.6030206680297852,1.3581708669662476,-1.1085872650146484,1.1078212261199951,-2.009965419769287,1.173988699913025,-1.3190569877624512,0.5794862508773804,-0.47299718856811523,0.4726703464984894,-0.8575851917266846,0.5009018182754517,-0.5627976655960083
8.5,-1.5062841176986694,1.2294824123382568,-1.228632926940918,2.229158878326416,-1.302016258239746,1.462904691696167,1.4084733724594116,-1.1496460437774658,1.1488516330718994,-2.0844085216522217,1.2174696922302246,-1.3679108619689941,0.38632407784461975,-0.3153313994407654,0.31511348485946655,-0.5717233419418335,0.333934485912323,-0.3751983642578125
8.6,-1.3578215837478638,1.108302116394043,-1.1075363159179688,2.009448528289795,-1.1736867427825928,1.3187178373336792,1.4386550188064575,-1.1742812395095825,1.1734699010849,-2.1290743350982666,1.2435582876205444,-1.3972233533859253,0.19316203892230988,-0.1576656997203827,0.15755674242973328,-0.28586167097091675,0.1669672429561615,-0.18759918212890625
8.700000000000001,-1.2072629928588867,0.9854108691215515,-0.9847299456596375,1.7866358757019043,-1.0435454845428467,1.1724951267242432,1.4487155675888062,-1.1824930906295776,1.181675910949707,-2.143963098526001,1.252254605293274,-1.4069942235946655,0.0,-0.0,0.0,-0.0,0.0,-0.0
8.8,-1.0567045211791992,0.8625197410583496,-0.8619236946105957,1.5638234615325928,-0.9134043455123901,1.0262726545333862,1.438655138015747,-1.174281358718872,1.1734699010849,-2.1290745735168457,1.243558406829834,-1.3972233533859253,-0.19316188991069794,0.15766558051109314,-0.15755663812160492,0.28586146235466003,-0.16696712374687195,0.1875990480184555
8.9,-0.908241868019104,0.7413392066955566,-0.7408269643783569,1.3441126346588135,-0.7850747108459473,0.8820854425430298,1.4084734916687012,-1.1496461629867554,1.148851752281189,-2.0844085216522217,1.2174698114395142,-1.3679111003875732,-0.38632407784461975,0.3153313994407654,-0.31511348485946655,0.5717233419418335,-0.333934485912323,0.3751983642578125
9.0,-0.7639710903167725,0.6235803365707397,-0.6231493949890137,1.1306054592132568,-0.6603686809539795,0.7419695854187012,1.3581708669662476,-1.1085872650146484,1.1078212261199951,-2.009965419769287,1.173988699913025,-1.3190569877624512,-0.5794862508773804,0.47299718856811523,-0.4726703464984894,0.8575851917266846,-0.5009018182754517,0.5627976655960083
9.1,-0.6259883642196655,0.5109539031982422,-0.5106009244918823,0.9264039993286133,-0.54109787940979,0.60796058177948,1.2877472639083862,-1.0511049032211304,1.050378680229187,-1.9057449102401733,1.1131151914596558,-1.2506614923477173,-0.7726481556892395,0.6306627988815308,-0.6302269697189331,1.143446683883667,-0.667868971824646,0.750396728515625
9.200000000000001,-0.4963890314102173,0.4051703214645386,-0.40489041805267334,0.7346091270446777,-0.4290734529495239,0.48209357261657715,1.1972025632858276,-0.9771991968154907,0.9765238761901855,-1.7717472314834595,1.0348492860794067,-1.1627243757247925,-0.9658102989196777,0.7883285880088806,-0.7877838611602783,1.429308533668518,-0.8348362445831299,0.937995970249176
9.3,-0.3772697448730469,0.30794084072113037,-0.3077280521392822,0.5583236217498779,-0.3261079788208008,0.36640477180480957,1.0865367650985718,-0.8868698477745056,0.886256992816925,-1.6079723834991455,0.9391909837722778,-1.0552456378936768,-1.1589725017547607,0.9459943771362305,-0.9453406929969788,1.7151703834533691,-1.0018036365509033,1.1255953311920166
9.4,-0.27072620391845703,0.22097623348236084,-0.2208235263824463,0.4006490707397461,-0.23401284217834473,0.26292943954467773,0.9557499885559082,-0.7801170945167542,0.7795780301094055,-1.4144203662872314,0.8261403441429138,-0.9282254576683044,-1.352134346961975,1.103659987449646,-1.1028974056243896,2.0010318756103516,-1.168770670890808,1.3131943941116333
9.5,-0.17885375022888184,0.14598679542541504,-0.14588594436645508,0.26468682289123535,-0.15459930896759033,0.17370295524597168,0.8048421144485474,-0.6569406390190125,0.6564866900444031,-1.191090703010559,0.6956970691680908,-0.7816635370254517,-1.5452964305877686,1.2613258361816406,-1.2604541778564453,2.286893606185913,-1.3357380628585815,1.5007935762405396
9.600000000000001,-0.10374927520751953,0.08468377590179443,-0.084625244140625,0.15353894233703613,-0.08967971801757812,0.10076141357421875,0.6338130831718445,-0.5173407196998596,0.5169832110404968,-0.9379838109016418,0.5478613972663879,-0.615559995174408,-1.7384586334228516,1.4189916849136353,-1.41801118850708,2.5727555751800537,-1.502705454826355,1.6883928775787354
9.700000000000001,-0.04750823974609375,0.038777828216552734,-0.03875100612640381,0.07030749320983887,-0.04106545448303223,0.04613995552062988,0.4426630139350891,-0.3613172471523285,0.3610675632953644,-0.6550996899604797,0.3826332688331604,-0.42991477251052856,-1.931620717048645,1.5766574144363403,-1.5755678415298462,2.8586175441741943,-1.6696728467941284,1.8759920597076416
9.8,-0.012226343154907227,0.009979605674743652,-0.009972691535949707,0.01809382438659668,-0.010568380355834961,0.011874198913574219,0.23139218986034393,-0.18887050449848175,0.18874000012874603,-0.3424386978149414,0.2000129669904709,-0.22472834587097168,-2.1247828006744385,1.7343230247497559,-1.7331246137619019,3.1444790363311768,-1.8366400003433228,2.063591480255127
9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-2.3179450035095215,1.891988754272461,-1.8906813859939575,3.4303407669067383,-2.0036072731018066,2.251190662384033
