W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
-2.077031373977661133e+00,-2.142129898071289062e+00,1.738496661186218262e+00,1.648997664451599121e+00,1.239181399345397949e+00,9.999261051416397095e-02,-5.676457881927490234e-01,9.685949087142944336e-01,2.512285232543945312e+00,-1.020259499549865723e+00,-5.820596218109130859e-01,-3.440749645233154297e-02,-2.067701578140258789e+00,-7.855352759361267090e-01,5.879426002502441406e-01,-1.562655925750732422e+00,-1.188968539237976074e+00,-9.924393892288208008e-02
