W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
-2.088295936584472656e+00,-1.749538898468017578e+00,-5.126981139183044434e-01,-9.021501541137695312e-01,2.385130405426025391e+00,1.646637558937072754e+00,1.447620272636413574e+00,1.529951214790344238e+00,2.412069559097290039e+00,2.162932872772216797e+00,1.663564920425415039e+00,2.405510425567626953e+00,-2.390307664871215820e+00,1.035614848136901855e+00,1.730956554412841797e+00,-2.103483438491821289e+00,2.397443056106567383e+00,-2.401439189910888672e+00
