t,J1,J2,J3,J4,J5,J6
1.212121212121212155e+00,-1.060461640357971191e+00,1.071632027626037598e+00,-5.193321108818054199e-01,3.592709898948669434e-01,8.952554464340209961e-01,3.021757900714874268e-01
1.313131313131313149e+00,-1.198879480361938477e+00,1.211507916450500488e+00,-5.871185064315795898e-01,4.061652123928070068e-01,1.012109637260437012e+00,3.416176140308380127e-01
1.414141414141414144e+00,-1.334929227828979492e+00,1.348990797996520996e+00,-6.537451148033142090e-01,4.522571563720703125e-01,1.126964569091796875e+00,3.803846240043640137e-01
1.515151515151515138e+00,-1.466282844543457031e+00,1.481727957725524902e+00,-7.180719375610351562e-01,4.967580735683441162e-01,1.237854957580566406e+00,4.178134799003601074e-01
1.616161616161616132e+00,-1.590692281723022461e+00,1.607447862625122070e+00,-7.789980769157409668e-01,5.389064550399780273e-01,1.342883110046386719e+00,4.532636404037475586e-01
1.717171717171717127e+00,-1.706029891967773438e+00,1.724000453948974609e+00,-8.354815244674682617e-01,5.779813528060913086e-01,1.440252542495727539e+00,4.861287772655487061e-01
1.818181818181818121e+00,-1.810321331024169922e+00,1.829390406608581543e+00,-8.865553736686706543e-01,6.133139729499816895e-01,1.528296709060668945e+00,5.158463716506958008e-01
1.919191919191919116e+00,-1.901782631874084473e+00,1.921815156936645508e+00,-9.313460588455200195e-01,6.442999243736267090e-01,1.605509519577026367e+00,5.419080257415771484e-01
2.020202020202020332e+00,-1.978848457336425781e+00,1.999692678451538086e+00,-9.690869450569152832e-01,6.704087853431701660e-01,1.670569419860839844e+00,5.638676881790161133e-01
2.121212121212121104e+00,-2.040200471878051758e+00,2.061691045761108398e+00,-9.991324543952941895e-01,6.911941170692443848e-01,1.722363710403442383e+00,5.813498497009277344e-01
2.222222222222222321e+00,-2.084789037704467773e+00,2.106749296188354492e+00,-1.020968437194824219e+00,7.063001394271850586e-01,1.760005950927734375e+00,5.940552353858947754e-01
2.323232323232323093e+00,-2.111850738525390625e+00,2.134096145629882812e+00,-1.034221291542053223e+00,7.154683470726013184e-01,1.782851815223693848e+00,6.017664074897766113e-01
2.424242424242424310e+00,-2.120923280715942383e+00,2.143264055252075195e+00,-1.038664221763610840e+00,7.185419797897338867e-01,1.790510892868041992e+00,6.043515801429748535e-01
2.525252525252525082e+00,-2.120923280715942383e+00,2.143264055252075195e+00,-1.038664221763610840e+00,7.185419797897338867e-01,1.790510892868041992e+00,6.043515801429748535e-01
2.626262626262626299e+00,-2.110662698745727539e+00,2.123278617858886719e+00,-1.022603869438171387e+00,7.106798887252807617e-01,1.781993269920349121e+00,5.924063920974731445e-01
2.727272727272727071e+00,-2.080056667327880859e+00,2.063663721084594727e+00,-9.746972322463989258e-01,6.872279644012451172e-01,1.756586194038391113e+00,5.567750334739685059e-01
2.828282828282828287e+00,-2.029628753662109375e+00,1.965439915657043457e+00,-8.957644701004028320e-01,6.485877037048339844e-01,1.714724421501159668e+00,4.980673789978027344e-01
2.929292929292929060e+00,-1.960241675376892090e+00,1.830287456512451172e+00,-7.871556282043457031e-01,5.954200625419616699e-01,1.657124161720275879e+00,4.172877073287963867e-01
3.030303030303030276e+00,-1.873082876205444336e+00,1.660519003868103027e+00,-6.507294178009033203e-01,5.286348462104797363e-01,1.584770917892456055e+00,3.158183097839355469e-01
3.131313131313131048e+00,-1.769643664360046387e+00,1.459039449691772461e+00,-4.888200759887695312e-01,4.493747651576995850e-01,1.498902797698974609e+00,1.953953802585601807e-01
3.232323232323232265e+00,-1.651693701744079590e+00,1.229295611381530762e+00,-3.041976094245910645e-01,3.589958250522613525e-01,1.400988817214965820e+00,5.807918310165405273e-02
3.333333333333333481e+00,-1.521251440048217773e+00,9.752194881439208984e-01,-1.000216007232666016e-01,2.590447962284088135e-01,1.292704820632934570e+00,-9.378027915954589844e-02
3.434343434343434254e+00,-1.380548715591430664e+00,7.011575698852539062e-01,1.202150583267211914e-01,1.512315273284912109e-01,1.175902962684631348e+00,-2.575851082801818848e-01
3.535353535353535470e+00,-1.231992602348327637e+00,4.117991924285888672e-01,3.527439832687377930e-01,3.740078210830688477e-02,1.052582025527954102e+00,-4.305326342582702637e-01
3.636363636363636243e+00,-1.078125357627868652e+00,1.120955944061279297e-01,5.935862064361572266e-01,-8.049958944320678711e-02,9.248520135879516602e-01,-6.096631884574890137e-01
3.737373737373737459e+00,-9.215797185897827148e-01,-1.928250789642333984e-01,8.386210203170776367e-01,-2.004523873329162598e-01,7.948986291885375977e-01,-7.919121384620666504e-01
3.838383838383838231e+00,-7.650340795516967773e-01,-4.977455139160156250e-01,1.083655714988708496e+00,-3.204051256179809570e-01,6.649452447891235352e-01,-9.741609692573547363e-01
3.939393939393939448e+00,-6.111668348312377930e-01,-7.974493503570556641e-01,1.324498057365417480e+00,-4.383056163787841797e-01,5.372152328491210938e-01,-1.153291702270507812e+00
4.040404040404040664e+00,-4.626107215881347656e-01,-1.086807966232299805e+00,1.557027220726013184e+00,-5.521364212036132812e-01,4.138941764831542969e-01,-1.326239347457885742e+00
4.141414141414140992e+00,-3.219081163406372070e-01,-1.360869407653808594e+00,1.777263522148132324e+00,-6.599494218826293945e-01,2.970925569534301758e-01,-1.490043878555297852e+00
4.242424242424242209e+00,-1.914654970169067383e-01,-1.614946365356445312e+00,1.981440186500549316e+00,-7.599008083343505859e-01,1.888082027435302734e-01,-1.641903877258300781e+00
4.343434343434343425e+00,-7.351565361022949219e-02,-1.844689607620239258e+00,2.166062355041503906e+00,-8.502795696258544922e-01,9.089434146881103516e-02,-1.779219865798950195e+00
4.444444444444444642e+00,2.992367744445800781e-02,-2.046169519424438477e+00,2.327971935272216797e+00,-9.295397996902465820e-01,5.026102066040039062e-03,-1.899642944335937500e+00
4.545454545454544970e+00,1.170823574066162109e-01,-2.215937852859497070e+00,2.464397907257080078e+00,-9.963248968124389648e-01,-6.732690334320068359e-02,-2.001112222671508789e+00
4.646464646464646187e+00,1.864693164825439453e-01,-2.351090192794799805e+00,2.573006629943847656e+00,-1.049492597579956055e+00,-1.249272823333740234e-01,-2.081891775131225586e+00
4.747474747474747403e+00,2.368972301483154297e-01,-2.449314355850219727e+00,2.651939392089843750e+00,-1.088132858276367188e+00,-1.667890548706054688e-01,-2.140599489212036133e+00
4.848484848484848619e+00,2.675032615661621094e-01,-2.508928537368774414e+00,2.699845790863037109e+00,-1.111584544181823730e+00,-1.921960115432739258e-01,-2.176230669021606445e+00
4.949494949494949836e+00,2.777638435363769531e-01,-2.528914213180541992e+00,2.715906143188476562e+00,-1.119446754455566406e+00,-2.007136344909667969e-01,-2.188175916671752930e+00
5.050505050505050164e+00,2.777638137340545654e-01,-2.528914451599121094e+00,2.715906143188476562e+00,-1.119446754455566406e+00,-2.007136195898056030e-01,-2.188175916671752930e+00
5.151515151515151381e+00,2.696562707424163818e-01,-2.520118713378906250e+00,2.716582536697387695e+00,-1.123297810554504395e+00,-2.115232348442077637e-01,-2.173214912414550781e+00
5.252525252525252597e+00,2.454722225666046143e-01,-2.493881464004516602e+00,2.718599796295166016e+00,-1.134785294532775879e+00,-2.437672615051269531e-01,-2.128587961196899414e+00
5.353535353535353813e+00,2.056256532669067383e-01,-2.450652122497558594e+00,2.721923589706420898e+00,-1.153712511062622070e+00,-2.968938052654266357e-01,-2.055058479309082031e+00
5.454545454545454142e+00,1.507981270551681519e-01,-2.391170024871826172e+00,2.726497173309326172e+00,-1.179755687713623047e+00,-3.699941039085388184e-01,-1.953884601593017578e+00
5.555555555555555358e+00,8.192792534828186035e-02,-2.316453218460083008e+00,2.732242107391357422e+00,-1.212469100952148438e+00,-4.618171453475952148e-01,-1.826797485351562500e+00
5.656565656565656575e+00,1.933872699737548828e-04,-2.227779865264892578e+00,2.739060163497924805e+00,-1.251293063163757324e+00,-5.707919597625732422e-01,-1.675971746444702148e+00
5.757575757575757791e+00,-9.300708770751953125e-02,-2.126667261123657227e+00,2.746834516525268555e+00,-1.295563459396362305e+00,-6.950540542602539062e-01,-1.503987789154052734e+00
5.858585858585858119e+00,-1.960785090923309326e-01,-2.014845609664916992e+00,2.755432367324829102e+00,-1.344522476196289062e+00,-8.324768543243408203e-01,-1.313788652420043945e+00
5.959595959595959336e+00,-3.072576224803924561e-01,-1.894227981567382812e+00,2.764706611633300781e+00,-1.397332787513732910e+00,-9.807094335556030273e-01,-1.108628511428833008e+00
6.060606060606060552e+00,-4.246420562267303467e-01,-1.766878366470336914e+00,2.774498224258422852e+00,-1.453090548515319824e+00,-1.137215375900268555e+00,-8.920174837112426758e-01
6.161616161616161769e+00,-5.462232828140258789e-01,-1.634975671768188477e+00,2.784640073776245117e+00,-1.510841846466064453e+00,-1.299316883087158203e+00,-6.676622629165649414e-01
6.262626262626262097e+00,-6.699208021163940430e-01,-1.500776767730712891e+00,2.794958591461181641e+00,-1.569598317146301270e+00,-1.464240074157714844e+00,-4.394015073776245117e-01
6.363636363636363313e+00,-7.936183214187622070e-01,-1.366577982902526855e+00,2.805277109146118164e+00,-1.628354787826538086e+00,-1.629163265228271484e+00,-2.111408710479736328e-01
6.464646464646464530e+00,-9.151996374130249023e-01,-1.234675168991088867e+00,2.815418958663940430e+00,-1.686106085777282715e+00,-1.791264653205871582e+00,1.321458816528320312e-02
6.565656565656565746e+00,-1.032584071159362793e+00,-1.107325434684753418e+00,2.825210571289062500e+00,-1.741863965988159180e+00,-1.947770833969116211e+00,2.298257350921630859e-01
6.666666666666666963e+00,-1.143763065338134766e+00,-9.867080450057983398e-01,2.834484815597534180e+00,-1.794674038887023926e+00,-2.096003055572509766e+00,4.349853992462158203e-01
