t,J1,J2,J3,J4,J5,J6
3.939393939393939448e+00,-9.854155778884887695e-01,2.103868722915649414e-01,1.782273650169372559e+00,-5.520820617675781250e-02,-6.787901520729064941e-01,7.786169648170471191e-02
4.040404040404040664e+00,-8.910732865333557129e-01,3.932353258132934570e-01,1.868819832801818848e+00,-1.951698064804077148e-01,-6.538224220275878906e-01,8.362112939357757568e-02
4.141414141414140992e+00,-8.047647476196289062e-01,5.605131387710571289e-01,1.947996139526367188e+00,-3.232129812240600586e-01,-6.309807300567626953e-01,8.889011293649673462e-02
4.242424242424242209e+00,-7.286096811294555664e-01,7.081121206283569336e-01,2.017858028411865234e+00,-4.361927509307861328e-01,-6.108262538909912109e-01,9.353924542665481567e-02
4.343434343434343425e+00,-6.642508506774902344e-01,8.328484296798706055e-01,2.076898336410522461e+00,-5.316724777221679688e-01,-5.937936305999755859e-01,9.746824204921722412e-02
4.444444444444444642e+00,-6.127334833145141602e-01,9.326962232589721680e-01,2.124158382415771484e+00,-6.081011295318603516e-01,-5.801595449447631836e-01,1.006132885813713074e-01
4.545454545454544970e+00,-5.743871927261352539e-01,1.007016777992248535e+00,2.159336090087890625e+00,-6.649898290634155273e-01,-5.700111389160156250e-01,1.029542684555053711e-01
4.646464646464646187e+00,-5.487028360366821289e-01,1.056796431541442871e+00,2.182897806167602539e+00,-7.030938863754272461e-01,-5.632137060165405273e-01,1.045222505927085876e-01
4.747474747474747403e+00,-5.342171192169189453e-01,1.084871888160705566e+00,2.196186542510986328e+00,-7.245841026306152344e-01,-5.593800544738769531e-01,1.054065749049186707e-01
4.848484848484848619e+00,-5.283932685852050781e-01,1.096159338951110840e+00,2.201529026031494141e+00,-7.332241535186767578e-01,-5.578387975692749023e-01,1.057621166110038757e-01
4.949494949494949836e+00,-5.274962186813354492e-01,1.097897887229919434e+00,2.202352046966552734e+00,-7.345550060272216797e-01,-5.576013922691345215e-01,1.058168783783912659e-01
5.050505050505050164e+00,-5.274961590766906738e-01,1.097898006439208984e+00,2.202352046966552734e+00,-7.345550060272216797e-01,-5.576013922691345215e-01,1.058168783783912659e-01
5.151515151515151381e+00,-5.284990072250366211e-01,1.096978545188903809e+00,2.200756072998046875e+00,-7.349978089332580566e-01,-5.577788949012756348e-01,1.057703793048858643e-01
