t,yaw,pitch,roll,yaw_target,pitch_target,roll_target
0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.010101010101010083e-01,9.369588224217295647e-05,6.521106843138113618e-05,6.871372461318969727e-04,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.020202020202020166e-01,4.211303021293133497e-04,2.768311533145606518e-04,3.192514181137084961e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
3.030303030303030387e-01,1.009267289191484451e-03,5.490684998221695423e-04,8.246248587965965271e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
4.040404040404040331e-01,1.742165302857756615e-03,5.750606651417911053e-04,1.611180417239665985e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
5.050505050505050830e-01,2.373218769207596779e-03,-2.814888139255344868e-04,2.648368105292320251e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
6.060606060606060774e-01,2.701602876186370850e-03,-2.729355823248624802e-03,3.829592093825340271e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
7.070707070707070718e-01,2.885938854888081551e-03,-6.997363641858100891e-03,4.980119690299034119e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
8.080808080808080662e-01,3.768000751733779907e-03,-1.213075872510671616e-02,5.877299234271049500e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
9.090909090909090606e-01,7.033878471702337265e-03,-1.540618855506181717e-02,6.296864897012710571e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.010101010101010166e+00,1.460972428321838379e-02,-1.309558283537626266e-02,6.091073155403137207e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.111111111111111160e+00,2.753585018217563629e-02,-2.272378653287887573e-03,5.274412408471107483e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.212121212121212155e+00,4.472153633832931519e-02,1.662492379546165466e-02,4.088013991713523865e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.313131313131313149e+00,6.295423209667205811e-02,3.904019296169281006e-02,2.886073663830757141e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.414141414141414144e+00,7.875932008028030396e-02,5.918164551258087158e-02,1.918500475585460663e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.515151515151515138e+00,9.024862200021743774e-02,7.403894513845443726e-02,1.209342945367097855e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.616161616161616132e+00,9.729410707950592041e-02,8.389774709939956665e-02,6.524732802063226700e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.717171717171717127e+00,1.007847711443901062e-01,9.057020395994186401e-02,1.419532112777233124e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.818181818181818121e+00,1.019004285335540771e-01,9.555520862340927124e-02,-3.587936284020543098e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
1.919191919191919116e+00,1.017315760254859924e-01,9.955214709043502808e-02,-8.247429504990577698e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.020202020202020332e+00,1.010938957333564758e-01,1.026333197951316833e-01,-1.206608675420284271e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.121212121212121104e+00,1.004922389984130859e-01,1.046897172927856445e-01,-1.467531360685825348e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.222222222222222321e+00,1.001428812742233276e-01,1.057371124625205994e-01,-1.601589657366275787e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.323232323232323093e+00,1.000417619943618774e-01,1.060285791754722595e-01,-1.638971827924251556e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.424242424242424310e+00,1.000417619943618774e-01,1.060285791754722595e-01,-1.638971827924251556e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.525252525252525082e+00,1.000417619943618774e-01,1.060285791754722595e-01,-1.638971827924251556e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.626262626262626299e+00,9.869237989187240601e-02,1.052709966897964478e-01,-1.602553948760032654e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.727272727272727071e+00,9.379670023918151855e-02,1.025443673133850098e-01,-1.466913428157567978e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.828282828282828287e+00,8.401133865118026733e-02,9.720351547002792358e-02,-1.179398410022258759e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
2.929292929292929060e+00,6.890067458152770996e-02,8.926048874855041504e-02,-6.897926796227693558e-03,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
3.030303030303030276e+00,4.884567111730575562e-02,7.945582270622253418e-02,4.379027814138680696e-04,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
3.131313131313131048e+00,2.482411079108715057e-02,6.903427094221115112e-02,1.041686628013849258e-02,0.000000000000000000e+00,-0.000000000000000000e+00,3.490658402442932129e-01
