W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
-4.833644628524780273e-01,-2.510309517383575439e-01,1.870936751365661621e+00,1.393695354461669922e+00,-1.756584882736206055e+00,1.626998744904994965e-02,3.075852155685424805e+00,2.742877006530761719e+00,2.627425670623779297e+00,7.071917653083801270e-01,-1.244905591011047363e+00,1.509800553321838379e-01,-2.840382337570190430e+00,-1.716653347015380859e+00,3.095185518264770508e+00,6.080616116523742676e-01,-2.536506891250610352e+00,-5.202994942665100098e-01
